Age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,age_group
34,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Never,Sometimes,3,No,3,2,Product recommendations,Customer service responsiveness,26-35
21,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,categories,First page,3,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,2,Yes,1,1,Wide product selection,Product quality and accuracy,19-25
46,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Keyword,First page,1,Maybe,Often,Changed my mind or no longer need the item,Often,No,Occasionally,Yes,2,Yes,2,2,Competitive prices,Product quality and accuracy,46-55
21,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Yes,1,Yes,2,1,Competitive prices,Reducing packaging waste,19-25
31,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,No,5,Sometimes,3,2,Competitive prices,Customer service responsiveness,26-35
36,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,2,No,2,2,User-friendly website/app interface,Customer service responsiveness,36-45
35,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,categories,First page,2,No,Often,High shipping costs,Sometimes,Yes,Rarely,Sometimes,3,Yes,2,1,Product recommendations,Product quality and accuracy,36-45
25,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,2,Sometimes,4,3,Product recommendations,Customer service responsiveness,26-35
45,Female,Few times a month,Clothing and Fashion,Sometimes,Rarely,categories,Multiple pages,3,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,No,2,1,User-friendly website/app interface,Customer service responsiveness,46-55
36,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Filter,Multiple pages,2,Maybe,Often,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,1,Yes,2,1,Competitive prices,Reducing packaging waste,36-45
36,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,Multiple pages,1,No,Often,High shipping costs,Often,Yes,Moderately,Sometimes,1,Sometimes,1,2,Wide product selection,Product quality and accuracy,36-45
43,Male,Once a month,Beauty and Personal Care,Sometimes,Multiple times a day,Filter,Multiple pages,2,No,Always,Found a better price elsewhere,Often,No,Rarely,Sometimes,1,Yes,2,1,Competitive prices,Product quality and accuracy,36-45
34,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,Multiple pages,4,Maybe,Always,High shipping costs,Often,Yes,Occasionally,Yes,1,Yes,1,1,Competitive prices,Customer service responsiveness,26-35
43,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Filter,Multiple pages,2,No,Often,Changed my mind or no longer need the item,Often,Yes,Moderately,No,2,No,2,2,Competitive prices,Reducing packaging waste,36-45
25,Female,Few times a month,Clothing and Fashion;others,No,Few times a week,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Often,No,Moderately,No,2,No,2,2,Product recommendations,Customer service responsiveness,26-35
43,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,3,Sometimes,2,2,Competitive prices,Customer service responsiveness,36-45
56,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Filter,First page,2,No,Rarely,Changed my mind or no longer need the item,Often,Yes,Occasionally,Sometimes,3,Sometimes,3,2,Product recommendations,Product quality and accuracy,56-65
32,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a month,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,No,3,3,Product recommendations,Customer service responsiveness,26-35
21,Male,Once a week,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,4,Sometimes,3,2,Competitive prices,Customer service responsiveness,19-25
34,Male,Less than once a month,Clothing and Fashion,No,Few times a week,categories,First page,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,2,No,3,3,User-friendly website/app interface,Customer service responsiveness,26-35
34,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion,No,Multiple times a day,Keyword,Multiple pages,5,No,Always,Changed my mind or no longer need the item,Sometimes,No,Never,Yes,2,No,3,2,User-friendly website/app interface,Product quality and accuracy,26-35
34,Female,Once a week,Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,2,No,Often,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,4,Sometimes,4,4,User-friendly website/app interface,Shipping speed and reliability,26-35
45,Prefer not to say,Once a month,Clothing and Fashion,Sometimes,Few times a week,Keyword,First page,2,Maybe,Sometimes,others,Sometimes,Yes,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,46-55
45,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,2,4,Product recommendations,Product quality and accuracy,46-55
45,Prefer not to say,Less than once a month,Home and Kitchen,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Never,Found a better price elsewhere,Rarely,No,Moderately,Sometimes,4,Yes,4,4,Competitive prices,Shipping speed and reliability,46-55
45,Female,Few times a month,Groceries and Gourmet Food,Sometimes,Multiple times a day,categories,Multiple pages,3,Maybe,Often,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Product quality and accuracy,46-55
45,Female,Few times a month,Beauty and Personal Care,Yes,Few times a month,others,Multiple pages,3,Maybe,Rarely,Found a better price elsewhere,Often,Yes,Occasionally,Yes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,46-55
45,Prefer not to say,Once a week,Clothing and Fashion,Sometimes,Multiple times a day,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,3,4,Product recommendations,Product quality and accuracy,46-55
25,Female,Once a month,Beauty and Personal Care,Sometimes,Few times a month,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,26-35
45,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Always,Yes,Occasionally,Sometimes,3,Sometimes,3,3,User-friendly website/app interface,Product quality and accuracy,46-55
60,Male,Once a week,Beauty and Personal Care,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,56-65
26,Male,Few times a month,Groceries and Gourmet Food,Sometimes,Few times a week,categories,Multiple pages,4,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Wide product selection,Customer service responsiveness,26-35
25,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness,26-35
45,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,2,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Yes,4,Sometimes,3,4,Competitive prices,Customer service responsiveness,46-55
12,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Yes,3,Sometimes,4,4,Wide product selection,Customer service responsiveness,0-18
56,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Multiple times a day,categories,Multiple pages,4,No,Sometimes,Found a better price elsewhere,Often,Yes,Occasionally,Yes,3,Sometimes,3,4,Product recommendations,Customer service responsiveness,56-65
45,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Yes,3,2,Competitive prices,Customer service responsiveness,46-55
41,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,4,Sometimes,3,3,Product recommendations,Product quality and accuracy,36-45
23,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Keyword,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness,19-25
23,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,3,3,Competitive prices,Customer service responsiveness,19-25
45,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,46-55
25,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,4,4,Product recommendations,Reducing packaging waste,26-35
25,Male,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,2,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,3,Sometimes,3,2,Product recommendations,Product quality and accuracy,26-35
23,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Keyword,Multiple pages,4,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,19-25
23,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,User-friendly website/app interface,Customer service responsiveness,19-25
23,Female,Once a month,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness,19-25
23,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,19-25
23,Prefer not to say,Multiple times a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Keyword,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Always,Yes,Moderately,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness,19-25
23,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,3,Sometimes,3,5,Competitive prices,Customer service responsiveness,19-25
23,Female,Once a week,Groceries and Gourmet Food,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Rarely,High shipping costs,Always,Yes,Moderately,Sometimes,4,Sometimes,3,4,Product recommendations,Customer service responsiveness,19-25
23,Female,Once a month,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Moderately,Sometimes,4,Sometimes,3,4,Product recommendations,Product quality and accuracy,19-25
23,Female,Few times a month,Beauty and Personal Care,Yes,Few times a week,Keyword,First page,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,4,Competitive prices,Customer service responsiveness,19-25
25,Female,Once a week,Beauty and Personal Care,Sometimes,Multiple times a day,categories,Multiple pages,4,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,26-35
23,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,4,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,4,Competitive prices,Customer service responsiveness,19-25
23,Female,Once a week,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,19-25
23,Female,Once a month,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,2,3,Wide product selection,Product quality and accuracy,19-25
23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a month,Keyword,Multiple pages,1,Yes,Often,others,Sometimes,No,Heavily,Yes,2,Yes,2,2,Wide product selection,Product quality and accuracy,19-25
23,Female,Once a week,Clothing and Fashion,Sometimes,Multiple times a day,Keyword,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Product quality and accuracy,19-25
23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Filter,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Never,Yes,Moderately,Yes,2,Sometimes,1,1,Competitive prices,Reducing packaging waste,19-25
24,Female,Multiple times a week,Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Yes,2,Yes,3,1,Wide product selection,Customer service responsiveness,19-25
21,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,Keyword,Multiple pages,1,Yes,Sometimes,High shipping costs,Always,No,Moderately,Yes,2,Sometimes,2,1,Wide product selection,Product quality and accuracy,19-25
23,Female,Once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Keyword,First page,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,3,Yes,2,1,Competitive prices,Shipping speed and reliability,19-25
16,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,categories,Multiple pages,1,Yes,Rarely,High shipping costs,Always,No,Heavily,Yes,1,Yes,2,2,Wide product selection,Reducing packaging waste,0-18
21,Male,Less than once a month,Beauty and Personal Care,No,Few times a month,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Often,No,Heavily,Sometimes,1,Yes,3,2,Wide product selection,Customer service responsiveness,19-25
23,Female,Few times a month,others,Yes,Few times a month,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Never,No,Occasionally,No,1,No,2,5,Wide product selection,Shipping speed and reliability,19-25
25,Female,Less than once a month,Clothing and Fashion;others,No,Few times a week,Keyword,First page,1,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Yes,5,No,4,2,Competitive prices,Product quality and accuracy,26-35
64,Female,Few times a month,Clothing and Fashion,Sometimes,Rarely,Keyword,Multiple pages,1,Yes,Rarely,Found a better price elsewhere,Rarely,No,Heavily,Yes,2,Yes,4,1,Competitive prices,Nothing,56-65
23,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,Filter,Multiple pages,1,Maybe,Sometimes,High shipping costs,Often,Yes,Heavily,Sometimes,1,Yes,3,1,Competitive prices,Reducing packaging waste,19-25
21,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a month,Keyword,First page,1,Yes,Sometimes,Changed my mind or no longer need the item,Never,No,Heavily,Yes,4,Yes,2,2,Customer service ,Product quality and accuracy,19-25
16,Male,Once a month,Groceries and Gourmet Food,No,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,3,Yes,1,2,User-friendly website/app interface,Shipping speed and reliability,0-18
23,Female,Less than once a month,Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,4,Sometimes,4,1,User-friendly website/app interface,Customer service responsiveness,19-25
24,Female,Less than once a month,others,No,Few times a month,Keyword,Multiple pages,1,Yes,Often,High shipping costs,Sometimes,Yes,Moderately,Yes,1,Sometimes,3,4,User-friendly website/app interface,Product quality and accuracy,19-25
22,Female,Few times a month,Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Never,Yes,Heavily,Yes,5,Yes,3,3,Wide product selection,Product quality and accuracy,19-25
23,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,others,Multiple pages,1,Yes,Sometimes,others,Often,No,Moderately,Yes,3,No,1,3,Wide product selection,Product quality and accuracy,19-25
23,Female,Less than once a month,Groceries and Gourmet Food,No,Few times a month,others,First page,3,Yes,Sometimes,High shipping costs,Sometimes,Yes,Heavily,Yes,1,Sometimes,4,2,Product recommendations,Product quality and accuracy,19-25
24,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,categories,Multiple pages,1,No,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,1,Yes,3,3,Wide product selection,Customer service responsiveness,19-25
25,Female,Few times a month,Beauty and Personal Care,No,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Never,Yes,Moderately,Yes,3,Sometimes,2,3,User-friendly website/app interface,Product quality and accuracy,26-35
23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,categories,Multiple pages,2,Yes,Often,Found a better price elsewhere,Rarely,No,Heavily,Yes,3,Sometimes,3,2,Wide product selection,Reducing packaging waste,19-25
23,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,others,Never,No,Heavily,Yes,2,Yes,3,4,Competitive prices,Product quality and accuracy,19-25
23,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few times a week,categories,Multiple pages,1,Maybe,Never,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,2,No,3,2,Wide product selection,Shipping speed and reliability,19-25
23,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,Multiple pages,1,Maybe,Sometimes,others,Never,No,Heavily,Yes,5,Yes,3,1,Wide product selection,Product quality and accuracy,19-25
24,Male,Less than once a month,others,No,Few times a week,Keyword,Multiple pages,4,Yes,Rarely,Changed my mind or no longer need the item,Often,No,Occasionally,Yes,3,Sometimes,2,2,Competitive prices,Product quality and accuracy,19-25
24,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1,Yes,Rarely,Found a better price elsewhere,Rarely,Yes,Heavily,Yes,3,Sometimes,3,2,Wide product selection,Product quality and accuracy,19-25
23,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Never,Yes,2,Sometimes,3,1,Competitive prices,Reducing packaging waste,19-25
29,Female,Few times a month,others,Yes,Multiple times a day,others,First page,5,Yes,Sometimes,others,Often,No,Moderately,Yes,2,Yes,3,3,Wide product selection,Shipping speed and reliability,26-35
19,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword,First page,5,Yes,Often,Found a better price elsewhere,Rarely,No,Heavily,Yes,4,Sometimes,2,2,User-friendly website/app interface,Shipping speed and reliability,19-25
26,Female,Once a month,Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,Keyword,Multiple pages,3,Maybe,Sometimes,High shipping costs,Often,No,Moderately,Sometimes,2,Sometimes,3,1,User-friendly website/app interface,Shipping speed and reliability,26-35
32,Female,Few times a month,Clothing and Fashion,Sometimes,Multiple times a day,Keyword,Multiple pages,1,No,Often,Changed my mind or no longer need the item,Rarely,No,Heavily,Yes,3,Yes,3,2,Wide product selection,Customer service responsiveness,26-35
30,Male,Less than once a month,Clothing and Fashion,Sometimes,Rarely,Keyword,Multiple pages,1,Yes,Often,others,Never,Yes,Occasionally,Yes,3,Sometimes,1,2,Wide product selection,Product quality and accuracy,26-35
22,Female,Less than once a month,others,Yes,Few times a week,categories,First page,1,Yes,Never,Found a better price elsewhere,Always,No,Heavily,No,3,Sometimes,3,2,Wide product selection,Reducing packaging waste,19-25
26,Female,Once a month,others,Yes,Few times a week,categories,Multiple pages,4,Yes,Often,Found a better price elsewhere,Never,No,Occasionally,Yes,3,Yes,3,2,Wide product selection,Customer service responsiveness,26-35
24,Female,Less than once a month,Home and Kitchen,No,Few times a month,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Always,Yes,Heavily,Sometimes,2,Sometimes,2,3,Competitive prices,.,19-25
23,Female,Few times a month,Beauty and Personal Care;others,No,Rarely,Keyword,Multiple pages,1,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Heavily,Yes,3,No,1,2,User-friendly website/app interface,Shipping speed and reliability,19-25
24,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,5,Yes,Always,Found a better price elsewhere,Rarely,Yes,Occasionally,Yes,3,Sometimes,2,1,.,Customer service responsiveness,19-25
23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,Filter,First page,1,Yes,Often,Changed my mind or no longer need the item,Often,No,Heavily,Yes,3,Yes,2,3,Wide product selection,Product quality and accuracy,19-25
24,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,others,Multiple pages,1,Yes,Often,Found a better price elsewhere,Rarely,No,Heavily,Yes,4,Sometimes,3,2,Competitive prices,Shipping speed and reliability,19-25
23,Male,Few times a month,Clothing and Fashion,Yes,Few times a week,categories,Multiple pages,2,No,Always,High shipping costs,Often,No,Heavily,Sometimes,2,Yes,2,5,User-friendly website/app interface,Reducing packaging waste,19-25
25,Female,Few times a month,others,Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Yes,4,Sometimes,5,2,Wide product selection,Shipping speed and reliability,26-35
24,Male,Once a month,Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,1,Yes,Always,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,5,No,3,4,Wide product selection,Reducing packaging waste,19-25
21,Female,Less than once a month,Beauty and Personal Care;Home and Kitchen,No,Few times a week,Filter,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Never,No,Moderately,Yes,1,No,3,4,User-friendly website/app interface,Product quality and accuracy,19-25
23,Female,Less than once a month,others,No,Few times a month,Keyword,Multiple pages,5,Yes,Rarely,High shipping costs,Often,Yes,Rarely,Sometimes,3,Yes,3,4,Competitive prices,Customer service responsiveness,19-25
26,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a month,Keyword,Multiple pages,3,Yes,Sometimes,High shipping costs,Often,No,Moderately,Yes,3,Yes,2,3,Wide product selection,Product quality and accuracy,26-35
23,Female,Less than once a month,Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1,Maybe,Always,High shipping costs,Never,Yes,Moderately,Yes,2,Sometimes,1,1,Competitive prices,Reducing packaging waste,19-25
23,Female,Less than once a month,Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Always,Yes,Moderately,Yes,2,Yes,3,1,Wide product selection,Customer service responsiveness,19-25
40,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,Keyword,First page,1,Yes,Rarely,Found a better price elsewhere,Always,No,Moderately,Yes,2,Sometimes,2,1,Wide product selection,Product quality and accuracy,36-45
25,Male,Few times a month,Clothing and Fashion;others,No,Few times a month,Keyword,Multiple pages,4,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,3,Yes,2,1,Competitive prices,Shipping speed and reliability,26-35
24,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,Keyword,First page,1,Yes,Always,Changed my mind or no longer need the item,Always,No,Heavily,Yes,1,Yes,2,2,Wide product selection,Reducing packaging waste,19-25
23,Male,Once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,Filter,Multiple pages,1,Yes,Rarely,Changed my mind or no longer need the item,Often,No,Heavily,Sometimes,1,Yes,3,2,Wide product selection,Customer service responsiveness,19-25
24,Female,Once a month,Beauty and Personal Care,No,Few times a month,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,No,Occasionally,No,1,No,2,5,Wide product selection,Shipping speed and reliability,19-25
24,Male,Less than once a month,others,Sometimes,Few times a week,Keyword,First page,1,Maybe,Often,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,5,No,4,2,Competitive prices,Product quality and accuracy,19-25
24,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Keyword,Multiple pages,1,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Heavily,Yes,2,Yes,4,1,Competitive prices,Nothing,19-25
26,Female,Less than once a month,others,No,Few times a week,categories,Multiple pages,4,Yes,Rarely,High shipping costs,Often,Yes,Heavily,Sometimes,1,Yes,3,1,Competitive prices,Reducing packaging waste,26-35
23,Male,Less than once a month,others,Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Never,No,Heavily,Yes,4,Yes,2,2,Customer service ,Product quality and accuracy,19-25
23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,5,Yes,Sometimes,High shipping costs,Sometimes,Yes,Heavily,Yes,3,Yes,1,2,User-friendly website/app interface,Shipping speed and reliability,19-25
